token no,ဗျည်းအမျိးအစား,ဗျည်း+သရ,အသံ,token,NNLD code,သရနံပါတ်,ဗျည်းနံပါတ်
40,ဖိုဗျည်း,က+အည်း,ကည်း,101-000-240,40,1
41,ဖိုဗျည်း,က+အတ်,ကတ်,101-000-241,41,1
42,ဖိုဗျည်း,က+အိတ်,ကိတ်,101-000-242,42,1
43,ဖိုဗျည်း,က+အုတ်,ကုတ်,101-000-243,43,1
44,ဖိုဗျည်း,က+အန်,ကန်,101-000-244,44,1
45,ဖိုဗျည်း,က+အန့်,ကန့်,101-000-245,45,1
46,ဖိုဗျည်း,က+အန်း,ကန်း,101-000-246,46,1
47,ဖိုဗျည်း,က+အိန်,ကိန်,101-000-247,47,1
48,ဖိုဗျည်း,က+အိန်း,ကိန်း,101-000-248,48,1
49,ဖိုဗျည်း,က+အိန်း,ကိန်း,101-000-249,49,1
50,ဖိုဗျည်း,က+အုန်,ကုန်,101-000-250,50,1
51,ဖိုဗျည်း,က+အုန့်,ကုန့်,101-000-251,51,1
52,ဖိုဗျည်း,က+အုန်း,ကုန်း,101-000-252,52,1
53,ဖိုဗျည်း,က+အပ်,ကပ်,101-000-253,53,1
54,ဖိုဗျည်း,က+အိပ်,ကိပ်,101-000-254,54,1
55,ဖိုဗျည်း,က+အုပ်,ကုပ်,101-000-255,55,1
56,ဖိုဗျည်း,က+အံ,ကံ,101-000-256,56,1
57,ဖိုဗျည်း,က+အံ့,ကံ့,101-000-257,57,1
58,ဖိုဗျည်း,က+အံး,ကံး,101-000-258,58,1
59,ဖိုဗျည်း,က+အမ်,ကမ်,101-000-259,59,1
60,ဖိုဗျည်း,က+အမ့်,ကမ့်,101-000-260,60,1
61,ဖိုဗျည်း,က+အမ်း,ကမ်း,101-000-261,61,1
62,ဖိုဗျည်း,က+အိမ်,ကိမ်,101-000-262,62,1
63,ဖိုဗျည်း,က+အိမ့်,ကိမ့်,101-000-263,63,1
64,ဖိုဗျည်း,က+အိမ်း,ကိမ်း,101-000-264,64,1
65,ဖိုဗျည်း,က+အုမ်,ကုမ်,101-000-265,65,1
66,ဖိုဗျည်း,က+အုမ့်,ကုမ့်,101-000-266,66,1
67,ဖိုဗျည်း,က+အုမ်း,ကုမ်း,101-000-267,67,1
68,ဖိုဗျည်း,က+အုံမ်,ကုံမ်,101-000-268,68,1
69,ဖိုဗျည်း,က+အုံမ့်,ကုံမ့်,101-000-269,69,1
70,ဖိုဗျည်း,က+အုံမ်း,ကုံမ်း,101-000-270,70,1
71,ဖိုဗျည်း,က+အိုဝ်,ကိုဝ်,101-000-271,71,1
72,ဖိုဗျည်း,က+အိုဝ်ဝ့်,ကိုဝ်ဝ့်,101-000-272,72,1
73,ဖိုဗျည်း,က+အိုဝ်း,ကိုဝ်း,101-000-273,73,1
74,မဗျည်း,ခ+အ,ခ,102-000-201,1,2
75,မဗျည်း,ခ+အာ,ခာ,102-000-202,2,2
76,မဗျည်း,ခ+အား,ခား,102-000-203,3,2
77,မဗျည်း,ခ+အိ,ခိ,102-000-204,4,2
78,မဗျည်း,ခ+အီ့,ခီ့,102-000-205,5,2
79,မဗျည်း,ခ+အီ,ခီ,102-000-206,6,2
80,မဗျည်း,ခ+အီး,ခီး,102-000-207,7,2
81,မဗျည်း,ခ+အု,ခု,102-000-208,8,2
82,မဗျည်း,ခ+အူ့,ခူ့,102-000-209,9,2
83,မဗျည်း,ခ+အူ,ခူ,102-000-210,10,2
84,မဗျည်း,ခ+အူး,ခူး,102-000-211,11,2
85,မဗျည်း,ခ+အေ,ခေ,102-000-212,12,2
86,မဗျည်း,ခ+အေ့,ခေ့,102-000-213,13,2
87,မဗျည်း,ခ+အေး,ခေး,102-000-214,14,2
88,မဗျည်း,ခ+အဲ,ခဲ,102-000-215,15,2
89,မဗျည်း,ခ+အဲ့,ခဲ့,102-000-216,16,2
90,မဗျည်း,ခ+အဲး,ခဲး,102-000-217,17,2
91,မဗျည်း,ခ+အယ်,ခယ်,102-000-218,18,2
92,မဗျည်း,ခ+အယ့်,ခယ့်,102-000-219,19,2
93,မဗျည်း,ခ+အယ်း,ခယ်း,102-000-220,20,2
94,မဗျည်း,ခ+အော်,ခော်,102-000-221,21,2
95,မဗျည်း,ခ+အောဝ်,ခောဝ်,102-000-222,22,2
96,မဗျည်း,ခ+အော့,ခော့,102-000-223,23,2
97,မဗျည်း,ခ+အော,ခော,102-000-224,24,2
98,မဗျည်း,ခ+အက်,ခက်,102-000-225,25,2
99,မဗျည်း,ခ+အိုက်,ခိုက်,102-000-226,26,2
100,မဗျည်း,ခ+အောက်,ခောက်,102-000-227,27,2
101,မဗျည်း,ခ+အင်,ခင်,102-000-228,28,2
102,မဗျည်း,ခ+အင့်,ခင့်,102-000-229,29,2
103,မဗျည်း,ခ+အင်း,ခင်း,102-000-230,30,2
104,မဗျည်း,ခ+အိုင်,ခိုင်,102-000-231,31,2
105,မဗျည်း,ခ+အိုင့်,ခိုင့်,102-000-232,32,2
106,မဗျည်း,ခ+အိုင်း,ခိုင်း,102-000-233,33,2
107,မဗျည်း,ခ+အောင်,ခောင်,102-000-234,34,2
108,မဗျည်း,ခ+အောင့်,ခောင့်,102-000-235,35,2
109,မဗျည်း,ခ+အောင်း,ခောင်း,102-000-236,36,2
110,မဗျည်း,ခ+အစ်,ခစ်,102-000-237,37,2
111,မဗျည်း,ခ+အည်,ခည်,102-000-238,38,2
112,မဗျည်း,ခ+အည့်,ခည့်,102-000-239,39,2
113,မဗျည်း,ခ+အည်း,ခည်း,102-000-240,40,2
114,မဗျည်း,ခ+အတ်,ခတ်,102-000-241,41,2
115,မဗျည်း,ခ+အိတ်,ခိတ်,102-000-242,42,2
116,မဗျည်း,ခ+အုတ်,ခုတ်,102-000-243,43,2
117,မဗျည်း,ခ+အန်,ခန်,102-000-244,44,2
118,မဗျည်း,ခ+အန့်,ခန့်,102-000-245,45,2
119,မဗျည်း,ခ+အန်း,ခန်း,102-000-246,46,2
120,မဗျည်း,ခ+အိန်,ခိန်,102-000-247,47,2
121,မဗျည်း,ခ+အိန်း,ခိန်း,102-000-248,48,2
122,မဗျည်း,ခ+အိန်း,ခိန်း,102-000-249,49,2
123,မဗျည်း,ခ+အုန်,ခုန်,102-000-250,50,2
124,မဗျည်း,ခ+အုန့်,ခုန့်,102-000-251,51,2
125,မဗျည်း,ခ+အုန်း,ခုန်း,102-000-252,52,2
126,မဗျည်း,ခ+အပ်,ခပ်,102-000-253,53,2
127,မဗျည်း,ခ+အိပ်,ခိပ်,102-000-254,54,2
128,မဗျည်း,ခ+အုပ်,ခုပ်,102-000-255,55,2
129,မဗျည်း,ခ+အံ,ခံ,102-000-256,56,2
130,မဗျည်း,ခ+အံ့,ခံ့,102-000-257,57,2
131,မဗျည်း,ခ+အံး,ခံး,102-000-258,58,2
132,မဗျည်း,ခ+အမ်,ခမ်,102-000-259,59,2
133,မဗျည်း,ခ+အမ့်,ခမ့်,102-000-260,60,2
134,မဗျည်း,ခ+အမ်း,ခမ်း,102-000-261,61,2
135,မဗျည်း,ခ+အိမ်,ခိမ်,102-000-262,62,2
136,မဗျည်း,ခ+အိမ့်,ခိမ့်,102-000-263,63,2
137,မဗျည်း,ခ+အိမ်း,ခိမ်း,102-000-264,64,2
138,မဗျည်း,ခ+အုမ်,ခုမ်,102-000-265,65,2
139,မဗျည်း,ခ+အုမ့်,ခုမ့်,102-000-266,66,2
140,မဗျည်း,ခ+အုမ်း,ခုမ်း,102-000-267,67,2
141,မဗျည်း,ခ+အုံမ်,ခုံမ်,102-000-268,68,2
142,မဗျည်း,ခ+အုံမ့်,ခုံမ့်,102-000-269,69,2
143,မဗျည်း,ခ+အုံမ်း,ခုံမ်း,102-000-270,70,2
144,မဗျည်း,ခ+အိုဝ်,ခိုဝ်,102-000-271,71,2
145,မဗျည်း,ခ+အိုဝ်ဝ့်,ခိုဝ်ဝ့်,102-000-272,72,2
146,မဗျည်း,ခ+အိုဝ်း,ခိုဝ်း,102-000-273,73,2
147,ဖိုဗျည်း,ဂ+အ,ဂ,103-000-201,1,3
148,ဖိုဗျည်း,ဂ+အာ,ဂာ,103-000-202,2,3
149,ဖိုဗျည်း,ဂ+အား,ဂား,103-000-203,3,3
150,ဖိုဗျည်း,ဂ+အိ,ဂိ,103-000-204,4,3
151,ဖိုဗျည်း,ဂ+အီ့,ဂီ့,103-000-205,5,3
152,ဖိုဗျည်း,ဂ+အီ,ဂီ,103-000-206,6,3
153,ဖိုဗျည်း,ဂ+အီး,ဂီး,103-000-207,7,3
154,ဖိုဗျည်း,ဂ+အု,ဂု,103-000-208,8,3
155,ဖိုဗျည်း,ဂ+အူ့,ဂူ့,103-000-209,9,3
156,ဖိုဗျည်း,ဂ+အူ,ဂူ,103-000-210,10,3
157,ဖိုဗျည်း,ဂ+အူး,ဂူး,103-000-211,11,3
158,ဖိုဗျည်း,ဂ+အေ,ဂေ,103-000-212,12,3
159,ဖိုဗျည်း,ဂ+အေ့,ဂေ့,103-000-213,13,3
160,ဖိုဗျည်း,ဂ+အေး,ဂေး,103-000-214,14,3
161,ဖိုဗျည်း,ဂ+အဲ,ဂဲ,103-000-215,15,3
162,ဖိုဗျည်း,ဂ+အဲ့,ဂဲ့,103-000-216,16,3
163,ဖိုဗျည်း,ဂ+အဲး,ဂဲး,103-000-217,17,3
164,ဖိုဗျည်း,ဂ+အယ်,ဂယ်,103-000-218,18,3
165,ဖိုဗျည်း,ဂ+အယ့်,ဂယ့်,103-000-219,19,3
166,ဖိုဗျည်း,ဂ+အယ်း,ဂယ်း,103-000-220,20,3
167,ဖိုဗျည်း,ဂ+အော်,ဂော်,103-000-221,21,3
168,ဖိုဗျည်း,ဂ+အောဝ်,ဂောဝ်,103-000-222,22,3
169,ဖိုဗျည်း,ဂ+အော့,ဂော့,103-000-223,23,3
170,ဖိုဗျည်း,ဂ+အော,ဂော,103-000-224,24,3
171,ဖိုဗျည်း,ဂ+အက်,ဂက်,103-000-225,25,3
172,ဖိုဗျည်း,ဂ+အိုက်,ဂိုက်,103-000-226,26,3
173,ဖိုဗျည်း,ဂ+အောက်,ဂောက်,103-000-227,27,3
174,ဖိုဗျည်း,ဂ+အင်,ဂင်,103-000-228,28,3
175,ဖိုဗျည်း,ဂ+အင့်,ဂင့်,103-000-229,29,3
176,ဖိုဗျည်း,ဂ+အင်း,ဂင်း,103-000-230,30,3
177,ဖိုဗျည်း,ဂ+အိုင်,ဂိုင်,103-000-231,31,3
178,ဖိုဗျည်း,ဂ+အိုင့်,ဂိုင့်,103-000-232,32,3
179,ဖိုဗျည်း,ဂ+အိုင်း,ဂိုင်း,103-000-233,33,3
180,ဖိုဗျည်း,ဂ+အောင်,ဂောင်,103-000-234,34,3
181,ဖိုဗျည်း,ဂ+အောင့်,ဂောင့်,103-000-235,35,3
182,ဖိုဗျည်း,ဂ+အောင်း,ဂောင်း,103-000-236,36,3
183,ဖိုဗျည်း,ဂ+အစ်,ဂစ်,103-000-237,37,3
184,ဖိုဗျည်း,ဂ+အည်,ဂည်,103-000-238,38,3
185,ဖိုဗျည်း,ဂ+အည့်,ဂည့်,103-000-239,39,3
186,ဖိုဗျည်း,ဂ+အည်း,ဂည်း,103-000-240,40,3
187,ဖိုဗျည်း,ဂ+အတ်,ဂတ်,103-000-241,41,3
188,ဖိုဗျည်း,ဂ+အိတ်,ဂိတ်,103-000-242,42,3
189,ဖိုဗျည်း,ဂ+အုတ်,ဂုတ်,103-000-243,43,3
190,ဖိုဗျည်း,ဂ+အန်,ဂန်,103-000-244,44,3
191,ဖိုဗျည်း,ဂ+အန့်,ဂန့်,103-000-245,45,3
192,ဖိုဗျည်း,ဂ+အန်း,ဂန်း,103-000-246,46,3
193,ဖိုဗျည်း,ဂ+အိန်,ဂိန်,103-000-247,47,3
194,ဖိုဗျည်း,ဂ+အိန်း,ဂိန်း,103-000-248,48,3
195,ဖိုဗျည်း,ဂ+အိန်း,ဂိန်း,103-000-249,49,3
196,ဖိုဗျည်း,ဂ+အုန်,ဂုန်,103-000-250,50,3
197,ဖိုဗျည်း,ဂ+အုန့်,ဂုန့်,103-000-251,51,3
198,ဖိုဗျည်း,ဂ+အုန်း,ဂုန်း,103-000-252,52,3
199,ဖိုဗျည်း,ဂ+အပ်,ဂပ်,103-000-253,53,3
200,ဖိုဗျည်း,ဂ+အိပ်,ဂိပ်,103-000-254,54,3
201,ဖိုဗျည်း,ဂ+အုပ်,ဂုပ်,103-000-255,55,3
202,ဖိုဗျည်း,ဂ+အံ,ဂံ,103-000-256,56,3
203,ဖိုဗျည်း,ဂ+အံ့,ဂံ့,103-000-257,57,3
204,ဖိုဗျည်း,ဂ+အံး,ဂံး,103-000-258,58,3
205,ဖိုဗျည်း,ဂ+အမ်,ဂမ်,103-000-259,59,3
206,ဖိုဗျည်း,ဂ+အမ့်,ဂမ့်,103-000-260,60,3
207,ဖိုဗျည်း,ဂ+အမ်း,ဂမ်း,103-000-261,61,3
208,ဖိုဗျည်း,ဂ+အိမ်,ဂိမ်,103-000-262,62,3
209,ဖိုဗျည်း,ဂ+အိမ့်,ဂိမ့်,103-000-263,63,3
210,ဖိုဗျည်း,ဂ+အိမ်း,ဂိမ်း,103-000-264,64,3
211,ဖိုဗျည်း,ဂ+အုမ်,ဂုမ်,103-000-265,65,3
212,ဖိုဗျည်း,ဂ+အုမ့်,ဂုမ့်,103-000-266,66,3
213,ဖိုဗျည်း,ဂ+အုမ်း,ဂုမ်း,103-000-267,67,3
214,ဖိုဗျည်း,ဂ+အုံမ်,ဂုံမ်,103-000-268,68,3
215,ဖိုဗျည်း,ဂ+အုံမ့်,ဂုံမ့်,103-000-269,69,3
216,ဖိုဗျည်း,ဂ+အုံမ်း,ဂုံမ်း,103-000-270,70,3
217,ဖိုဗျည်း,ဂ+အိုဝ်,ဂိုဝ်,103-000-271,71,3
218,ဖိုဗျည်း,ဂ+အိုဝ်ဝ့်,ဂိုဝ်ဝ့်,103-000-272,72,3
219,ဖိုဗျည်း,ဂ+အိုဝ်း,ဂိုဝ်း,103-000-273,73,3
220,မဗျည်း,ဃ+အ,ဃ,104-000-201,1,4
221,မဗျည်း,ဃ+အာ,ဃာ,104-000-202,2,4
222,မဗျည်း,ဃ+အား,ဃား,104-000-203,3,4
223,မဗျည်း,ဃ+အိ,ဃိ,104-000-204,4,4
224,မဗျည်း,ဃ+အီ့,ဃီ့,104-000-205,5,4
225,မဗျည်း,ဃ+အီ,ဃီ,104-000-206,6,4
226,မဗျည်း,ဃ+အီး,ဃီး,104-000-207,7,4
227,မဗျည်း,ဃ+အု,ဃု,104-000-208,8,4
228,မဗျည်း,ဃ+အူ့,ဃူ့,104-000-209,9,4
229,မဗျည်း,ဃ+အူ,ဃူ,104-000-210,10,4
230,မဗျည်း,ဃ+အူး,ဃူး,104-000-211,11,4
231,မဗျည်း,ဃ+အေ,ဃေ,104-000-212,12,4
232,မဗျည်း,ဃ+အေ့,ဃေ့,104-000-213,13,4
233,မဗျည်း,ဃ+အေး,ဃေး,104-000-214,14,4
234,မဗျည်း,ဃ+အဲ,ဃဲ,104-000-215,15,4
235,မဗျည်း,ဃ+အဲ့,ဃဲ့,104-000-216,16,4
236,မဗျည်း,ဃ+အဲး,ဃဲး,104-000-217,17,4
237,မဗျည်း,ဃ+အယ်,ဃယ်,104-000-218,18,4
238,မဗျည်း,ဃ+အယ့်,ဃယ့်,104-000-219,19,4
239,မဗျည်း,ဃ+အယ်း,ဃယ်း,104-000-220,20,4
240,မဗျည်း,ဃ+အော်,ဃော်,104-000-221,21,4
241,မဗျည်း,ဃ+အောဝ်,ဃောဝ်,104-000-222,22,4
242,မဗျည်း,ဃ+အော့,ဃော့,104-000-223,23,4
243,မဗျည်း,ဃ+အော,ဃော,104-000-224,24,4
244,မဗျည်း,ဃ+အက်,ဃက်,104-000-225,25,4
245,မဗျည်း,ဃ+အိုက်,ဃိုက်,104-000-226,26,4
246,မဗျည်း,ဃ+အောက်,ဃောက်,104-000-227,27,4
247,မဗျည်း,ဃ+အင်,ဃင်,104-000-228,28,4
248,မဗျည်း,ဃ+အင့်,ဃင့်,104-000-229,29,4
249,မဗျည်း,ဃ+အင်း,ဃင်း,104-000-230,30,4
250,မဗျည်း,ဃ+အိုင်,ဃိုင်,104-000-231,31,4
251,မဗျည်း,ဃ+အိုင့်,ဃိုင့်,104-000-232,32,4
252,မဗျည်း,ဃ+အိုင်း,ဃိုင်း,104-000-233,33,4
253,မဗျည်း,ဃ+အောင်,ဃောင်,104-000-234,34,4
254,မဗျည်း,ဃ+အောင့်,ဃောင့်,104-000-235,35,4
255,မဗျည်း,ဃ+အောင်း,ဃောင်း,104-000-236,36,4
256,မဗျည်း,ဃ+အစ်,ဃစ်,104-000-237,37,4
257,မဗျည်း,ဃ+အည်,ဃည်,104-000-238,38,4
258,မဗျည်း,ဃ+အည့်,ဃည့်,104-000-239,39,4
259,မဗျည်း,ဃ+အည်း,ဃည်း,104-000-240,40,4
260,မဗျည်း,ဃ+အတ်,ဃတ်,104-000-241,41,4
261,မဗျည်း,ဃ+အိတ်,ဃိတ်,104-000-242,42,4
262,မဗျည်း,ဃ+အုတ်,ဃုတ်,104-000-243,43,4
263,မဗျည်း,ဃ+အန်,ဃန်,104-000-244,44,4
264,မဗျည်း,ဃ+အန့်,ဃန့်,104-000-245,45,4
265,မဗျည်း,ဃ+အန်း,ဃန်း,104-000-246,46,4
266,မဗျည်း,ဃ+အိန်,ဃိန်,104-000-247,47,4
267,မဗျည်း,ဃ+အိန်း,ဃိန်း,104-000-248,48,4
268,မဗျည်း,ဃ+အိန်း,ဃိန်း,104-000-249,49,4
269,မဗျည်း,ဃ+အုန်,ဃုန်,104-000-250,50,4
270,မဗျည်း,ဃ+အုန့်,ဃုန့်,104-000-251,51,4
271,မဗျည်း,ဃ+အုန်း,ဃုန်း,104-000-252,52,4
272,မဗျည်း,ဃ+အပ်,ဃပ်,104-000-253,53,4
273,မဗျည်း,ဃ+အိပ်,ဃိပ်,104-000-254,54,4
274,မဗျည်း,ဃ+အုပ်,ဃုပ်,104-000-255,55,4
275,မဗျည်း,ဃ+အံ,ဃံ,104-000-256,56,4
276,မဗျည်း,ဃ+အံ့,ဃံ့,104-000-257,57,4
277,မဗျည်း,ဃ+အံး,ဃံး,104-000-258,58,4
278,မဗျည်း,ဃ+အမ်,ဃမ်,104-000-259,59,4
279,မဗျည်း,ဃ+အမ့်,ဃမ့်,104-000-260,60,4
280,မဗျည်း,ဃ+အမ်း,ဃမ်း,104-000-261,61,4
281,မဗျည်း,ဃ+အိမ်,ဃိမ်,104-000-262,62,4
282,မဗျည်း,ဃ+အိမ့်,ဃိမ့်,104-000-263,63,4
283,မဗျည်း,ဃ+အိမ်း,ဃိမ်း,104-000-264,64,4
284,မဗျည်း,ဃ+အုမ်,ဃုမ်,104-000-265,65,4
285,မဗျည်း,ဃ+အုမ့်,ဃုမ့်,104-000-266,66,4
286,မဗျည်း,ဃ+အုမ်း,ဃုမ်း,104-000-267,67,4
287,မဗျည်း,ဃ+အုံမ်,ဃုံမ်,104-000-268,68,4
288,မဗျည်း,ဃ+အုံမ့်,ဃုံမ့်,104-000-269,69,4
289,မဗျည်း,ဃ+အုံမ်း,ဃုံမ်း,104-000-270,70,4
290,မဗျည်း,ဃ+အိုဝ်,ဃိုဝ်,104-000-271,71,4
291,မဗျည်း,ဃ+အိုဝ်ဝ့်,ဃိုဝ်ဝ့်,104-000-272,72,4
292,မဗျည်း,ဃ+အိုဝ်း,ဃိုဝ်း,104-000-273,73,4
293,ဖိုဗျည်း,င+အ,င,105-000-201,1,5
294,ဖိုဗျည်း,င+အာ,ငာ,105-000-202,2,5
295,ဖိုဗျည်း,င+အား,ငား,105-000-203,3,5
296,ဖိုဗျည်း,င+အိ,ငိ,105-000-204,4,5
297,ဖိုဗျည်း,င+အီ့,ငီ့,105-000-205,5,5
298,ဖိုဗျည်း,င+အီ,ငီ,105-000-206,6,5
299,ဖိုဗျည်း,င+အီး,ငီး,105-000-207,7,5
300,ဖိုဗျည်း,င+အု,ငု,105-000-208,8,5
301,ဖိုဗျည်း,င+အူ့,ငူ့,105-000-209,9,5
302,ဖိုဗျည်း,င+အူ,ငူ,105-000-210,10,5
303,ဖိုဗျည်း,င+အူး,ငူး,105-000-211,11,5
304,ဖိုဗျည်း,င+အေ,ငေ,105-000-212,12,5
305,ဖိုဗျည်း,င+အေ့,ငေ့,105-000-213,13,5
306,ဖိုဗျည်း,င+အေး,ငေး,105-000-214,14,5
307,ဖိုဗျည်း,င+အဲ,ငဲ,105-000-215,15,5
308,ဖိုဗျည်း,င+အဲ့,ငဲ့,105-000-216,16,5
309,ဖိုဗျည်း,င+အဲး,ငဲး,105-000-217,17,5
310,ဖိုဗျည်း,င+အယ်,ငယ်,105-000-218,18,5
311,ဖိုဗျည်း,င+အယ့်,ငယ့်,105-000-219,19,5
312,ဖိုဗျည်း,င+အယ်း,ငယ်း,105-000-220,20,5
313,ဖိုဗျည်း,င+အော်,ငော်,105-000-221,21,5
314,ဖိုဗျည်း,င+အောဝ်,ငောဝ်,105-000-222,22,5
315,ဖိုဗျည်း,င+အော့,ငော့,105-000-223,23,5
316,ဖိုဗျည်း,င+အော,ငော,105-000-224,24,5
317,ဖိုဗျည်း,င+အက်,ငက်,105-000-225,25,5
318,ဖိုဗျည်း,င+အိုက်,ငိုက်,105-000-226,26,5
319,ဖိုဗျည်း,င+အောက်,ငောက်,105-000-227,27,5
320,ဖိုဗျည်း,င+အင်,ငင်,105-000-228,28,5
321,ဖိုဗျည်း,င+အင့်,ငင့်,105-000-229,29,5
322,ဖိုဗျည်း,င+အင်း,ငင်း,105-000-230,30,5
323,ဖိုဗျည်း,င+အိုင်,ငိုင်,105-000-231,31,5
324,ဖိုဗျည်း,င+အိုင့်,ငိုင့်,105-000-232,32,5
325,ဖိုဗျည်း,င+အိုင်း,ငိုင်း,105-000-233,33,5
326,ဖိုဗျည်း,င+အောင်,ငောင်,105-000-234,34,5
327,ဖိုဗျည်း,င+အောင့်,ငောင့်,105-000-235,35,5
328,ဖိုဗျည်း,င+အောင်း,ငောင်း,105-000-236,36,5
329,ဖိုဗျည်း,င+အစ်,ငစ်,105-000-237,37,5
330,ဖိုဗျည်း,င+အည်,ငည်,105-000-238,38,5
331,ဖိုဗျည်း,င+အည့်,ငည့်,105-000-239,39,5
332,ဖိုဗျည်း,င+အည်း,ငည်း,105-000-240,40,5
333,ဖိုဗျည်း,င+အတ်,ငတ်,105-000-241,41,5
334,ဖိုဗျည်း,င+အိတ်,ငိတ်,105-000-242,42,5
335,ဖိုဗျည်း,င+အုတ်,ငုတ်,105-000-243,43,5
336,ဖိုဗျည်း,င+အန်,ငန်,105-000-244,44,5
337,ဖိုဗျည်း,င+အန့်,ငန့်,105-000-245,45,5
338,ဖိုဗျည်း,င+အန်း,ငန်း,105-000-246,46,5
339,ဖိုဗျည်း,င+အိန်,ငိန်,105-000-247,47,5
340,ဖိုဗျည်း,င+အိန်း,ငိန်း,105-000-248,48,5
341,ဖိုဗျည်း,င+အိန်း,ငိန်း,105-000-249,49,5
342,ဖိုဗျည်း,င+အုန်,ငုန်,105-000-250,50,5
343,ဖိုဗျည်း,င+အုန့်,ငုန့်,105-000-251,51,5
344,ဖိုဗျည်း,င+အုန်း,ငုန်း,105-000-252,52,5
345,ဖိုဗျည်း,င+အပ်,ငပ်,105-000-253,53,5
346,ဖိုဗျည်း,င+အိပ်,ငိပ်,105-000-254,54,5
347,ဖိုဗျည်း,င+အုပ်,ငုပ်,105-000-255,55,5
348,ဖိုဗျည်း,င+အံ,ငံ,105-000-256,56,5
349,ဖိုဗျည်း,င+အံ့,ငံ့,105-000-257,57,5
350,ဖိုဗျည်း,င+အံး,ငံး,105-000-258,58,5
351,ဖိုဗျည်း,င+အမ်,ငမ်,105-000-259,59,5
352,ဖိုဗျည်း,င+အမ့်,ငမ့်,105-000-260,60,5
353,ဖိုဗျည်း,င+အမ်း,ငမ်း,105-000-261,61,5
354,ဖိုဗျည်း,င+အိမ်,ငိမ်,105-000-262,62,5
355,ဖိုဗျည်း,င+အိမ့်,ငိမ့်,105-000-263,63,5
356,ဖိုဗျည်း,င+အိမ်း,ငိမ်း,105-000-264,64,5
357,ဖိုဗျည်း,င+အုမ်,ငုမ်,105-000-265,65,5
358,ဖိုဗျည်း,င+အုမ့်,ငုမ့်,105-000-266,66,5
359,ဖိုဗျည်း,င+အုမ်း,ငုမ်း,105-000-267,67,5
360,ဖိုဗျည်း,င+အုံမ်,ငုံမ်,105-000-268,68,5
361,ဖိုဗျည်း,င+အုံမ့်,ငုံမ့်,105-000-269,69,5
362,ဖိုဗျည်း,င+အုံမ်း,ငုံမ်း,105-000-270,70,5
